Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
2175,7.0,14.0,8.0,2022-01-07,133191.9189,1159200.0
2176,19.0,11.0,9.0,2024-07-08,157143.7453,1411200.0
2179,73.0,3.0,9.0,2024-08-21,96594.80281,806400.0
2181,18.0,1.0,18.0,2021-07-31,142668.179,2568027.22
2186,9.0,3.0,7.0,2023-09-24,94602.72251,806400.0
2187,85.0,13.0,6.0,2022-08-04,176614.2112,1176000.0
2189,62.0,1.0,13.0,2022-01-05,133558.2169,1820000.0
2190,2.0,12.0,3.0,2023-04-06,88954.98325,168000.0
2191,41.0,10.0,2.0,2022-08-11,92258.98438,89600.0
2192,33.0,1.0,3.0,2024-10-27,130099.9967,560000.0
2194,45.0,12.0,4.0,2022-05-26,80974.76232,336000.0
2195,77.0,13.0,12.0,2024-08-08,196000.0,2548000.0
2196,88.0,15.0,9.0,2021-05-23,105350.8419,907200.0
2197,48.0,8.0,6.0,2023-07-08,142838.3309,1058400.0
2200,80.0,18.0,3.0,2023-01-02,141269.2244,268800.0
2204,1.0,12.0,18.0,2024-06-05,89508.00685,1596000.0
2209,94.0,14.0,11.0,2021-12-09,129347.6882,1288000.0
2210,4.0,15.0,4.0,2022-05-17,102645.5331,302400.0
2213,17.0,15.0,1.0,2023-04-15,99117.43757,1209600.0
2216,76.0,9.0,21.0,2023-05-24,122094.2782,2240000.0
2217,85.0,6.0,1.0,2024-09-09,161528.0296,358400.0
2218,69.0,2.0,1.0,2021-01-30,170149.0936,1680000.0
2219,89.0,17.0,19.0,2022-07-15,161702.7483,3024000.0
2220,60.0,5.0,13.0,2022-11-15,87793.49255,1176000.0
2221,47.0,13.0,9.0,2022-06-01,206891.228,1862021.05
2224,24.0,8.0,5.0,2021-03-02,159955.4013,604800.0
2225,76.0,13.0,14.0,2023-11-09,200843.5678,2548000.0
2226,20.0,11.0,11.0,2021-11-22,156800.0,1724800.0
2227,12.0,16.0,13.0,2022-08-03,99738.14364,1489600.0
2229,37.0,1.0,12.0,2023-04-12,151673.7455,1820000.0
2230,89.0,11.0,5.0,2024-02-06,156800.0,784000.0
2236,58.0,16.0,1.0,2023-10-31,106400.0,1915200.0
2237,62.0,2.0,15.0,2023-09-07,165806.0127,2520000.0
2238,9.0,20.0,16.0,2022-05-04,201797.9536,3808000.0
2241,11.0,10.0,1.0,2022-02-02,92996.65245,89600.0
2242,48.0,5.0,6.0,2021-10-28,89343.18907,420000.0
2246,35.0,4.0,1.0,2023-01-03,115847.7443,2464000.0
2247,65.0,5.0,18.0,2023-11-02,92195.2541,1596000.0
2248,52.0,15.0,12.0,2022-03-05,100800.0,1209600.0
2249,49.0,10.0,6.0,2021-03-25,98214.63597,537600.0
2250,72.0,15.0,17.0,2022-05-08,105770.9913,1713600.0
2253,9.0,7.0,1.0,2023-11-23,152350.4403,907200.0
2254,69.0,10.0,14.0,2022-03-08,95048.82168,1254400.0
2255,77.0,9.0,2.0,2023-03-07,122432.4795,244864.96
2261,64.0,5.0,8.0,2021-01-08,88914.07222,756000.0
2263,84.0,10.0,7.0,2022-02-19,88419.94346,618939.6
2264,10.0,4.0,5.0,2023-06-28,131778.3666,492800.0
2266,80.0,6.0,13.0,2021-09-04,177237.764,2329600.0
2267,91.0,14.0,1.0,2022-06-20,128800.0,128800.0
2270,37.0,17.0,17.0,2024-01-10,166135.6529,3024000.0
2271,85.0,16.0,18.0,2023-06-30,101873.2397,2021600.0
2272,19.0,1.0,1.0,2024-05-18,145597.6966,2800000.0
2277,85.0,7.0,1.0,2022-03-28,151200.0,2419200.0
2280,25.0,8.0,1.0,2022-05-25,161401.1936,302400.0
2281,28.0,5.0,1.0,2021-08-15,89018.40572,1428000.0
2283,62.0,19.0,20.0,2021-05-10,92939.35127,1858787.03
2284,88.0,18.0,15.0,2023-02-28,121223.4052,1881600.0
2285,91.0,14.0,11.0,2022-03-03,140604.1614,1545600.0
2287,36.0,17.0,10.0,2021-11-08,176698.9454,1848000.0
2291,93.0,1.0,14.0,2024-05-21,129197.0103,2100000.0
2293,63.0,5.0,17.0,2023-08-08,84000.0,1512000.0
2297,6.0,17.0,13.0,2022-09-06,173203.7695,2016000.0
2298,68.0,9.0,3.0,2021-10-05,120344.1967,336000.0
2299,69.0,5.0,10.0,2022-07-17,84217.83848,924000.0
2300,24.0,10.0,2.0,2022-01-25,94461.71783,268800.0
2302,87.0,14.0,18.0,2023-05-11,122674.9368,2318400.0
2306,33.0,14.0,9.0,2023-02-05,140855.5173,1159200.0
2308,48.0,9.0,9.0,2021-09-26,103345.4523,896000.0
2309,64.0,20.0,13.0,2022-06-14,238379.0472,2912000.0
2310,19.0,18.0,7.0,2023-08-04,136284.4778,940800.0
2312,43.0,20.0,17.0,2023-09-22,217668.7773,3808000.0
2313,41.0,5.0,10.0,2024-10-09,85124.84518,840000.0
2314,45.0,1.0,5.0,2022-05-04,146934.2447,560000.0
2316,8.0,2.0,6.0,2023-07-22,168000.0,1176000.0
2321,67.0,14.0,13.0,2021-09-08,140708.1329,1803200.0
2327,98.0,6.0,1.0,2023-03-10,180275.6586,1254400.0
2328,87.0,4.0,14.0,2022-01-18,118457.0068,1848000.0
2333,87.0,3.0,9.0,2024-10-23,100423.5866,806400.0
2336,23.0,7.0,21.0,2021-09-29,151200.0,3024000.0
2337,57.0,14.0,7.0,2020-11-11,121661.6912,901600.0
2339,18.0,3.0,6.0,2022-09-14,97911.54907,587469.29
2340,67.0,11.0,17.0,2024-09-28,148608.0796,2508800.0
2342,43.0,5.0,1.0,2022-01-10,86222.32774,86222.33
2343,57.0,15.0,0.0,2022-12-17,103009.9551,100800.0
2344,56.0,17.0,1.0,2021-11-23,168000.0,840000.0
2350,87.0,18.0,10.0,2021-04-21,130567.2687,1209600.0
2352,24.0,11.0,11.0,2024-01-10,156800.0,1881600.0
2353,65.0,16.0,0.0,2022-02-06,115972.422,106400.0
2354,20.0,11.0,1.0,2024-03-01,172301.3118,2352000.0
2355,64.0,2.0,13.0,2021-03-01,161345.0,2352000.0
2357,70.0,2.0,8.0,2021-08-20,169334.8121,1512000.0
2358,48.0,17.0,2.0,2021-06-29,181652.1432,168000.0
2359,50.0,15.0,14.0,2023-04-03,110653.7687,1310400.0
2360,17.0,8.0,12.0,2023-07-07,155884.1253,1965600.0
2366,28.0,10.0,6.0,2020-01-12,94366.65215,627200.0
2368,90.0,11.0,15.0,2024-02-12,161928.4797,2195200.0
2369,3.0,10.0,16.0,2021-02-09,89447.59077,1523200.0
2374,70.0,11.0,19.0,2024-08-09,165228.0756,2822400.0
2376,96.0,3.0,8.0,2021-10-31,95767.962,907200.0
2378,95.0,5.0,2.0,2021-12-04,90082.0796,252000.0
2379,61.0,5.0,3.0,2021-11-06,84814.1002,168000.0
2380,1.0,3.0,11.0,2024-04-02,106941.1154,1209600.0
2382,65.0,3.0,4.0,2023-07-30,106677.2733,403200.0
2384,99.0,6.0,15.0,2021-03-12,179473.8962,2867200.0
2385,85.0,1.0,3.0,2021-06-12,140080.4892,560000.0
2386,10.0,16.0,11.0,2023-10-10,111769.5573,1276800.0
2391,18.0,9.0,3.0,2021-09-06,116062.0115,448000.0
2396,70.0,20.0,6.0,2023-03-09,244278.6258,1568000.0
2397,49.0,1.0,1.0,2024-05-23,126667.1182,1540000.0
2399,21.0,4.0,16.0,2024-08-10,126192.8068,2019084.91
2402,85.0,17.0,5.0,2020-11-26,161514.4454,1008000.0
2405,79.0,12.0,7.0,2021-12-27,81969.46185,504000.0
2407,89.0,19.0,4.0,2022-10-08,99762.11249,380800.0
2408,18.0,16.0,8.0,2021-06-15,98545.38945,957600.0
2409,1.0,13.0,1.0,2021-08-29,193894.6155,392000.0
2411,37.0,18.0,13.0,2022-03-28,135119.2936,1612800.0
2412,61.0,5.0,4.0,2024-05-06,77612.78377,252000.0
2414,7.0,3.0,1.0,2023-04-09,100800.0,100800.0
2415,40.0,19.0,13.0,2023-05-15,95054.71362,1142400.0
2416,16.0,15.0,6.0,2021-11-14,107799.0135,504000.0
2418,55.0,12.0,5.0,2022-04-29,78146.41223,336000.0
2420,58.0,13.0,1.0,2024-02-07,202426.046,392000.0
2422,29.0,5.0,5.0,2021-09-28,84000.0,504000.0
2423,96.0,12.0,17.0,2023-08-01,88075.15272,1512000.0
2425,61.0,15.0,19.0,2022-06-08,110827.0182,1814400.0
2426,25.0,4.0,2.0,2021-09-06,127218.1058,123200.0
2431,41.0,11.0,1.0,2022-05-01,167069.1622,940800.0
2433,56.0,3.0,0.0,2023-03-09,102385.3746,100800.0
2434,11.0,8.0,19.0,2024-04-09,160170.2531,2872800.0
2435,32.0,14.0,0.0,2021-05-06,130371.5564,128800.0
2437,94.0,1.0,1.0,2020-12-18,127912.6223,127912.62
2440,34.0,16.0,4.0,2021-07-15,97407.37956,319200.0
2443,20.0,4.0,1.0,2022-09-04,121891.8693,246400.0
2445,94.0,2.0,7.0,2022-06-16,156834.9224,1176000.0
2446,78.0,5.0,2.0,2022-12-17,83256.5244,84000.0
2450,69.0,9.0,12.0,2023-12-05,121735.7224,1344000.0
2452,96.0,10.0,20.0,2024-09-04,86569.01597,1792000.0
2453,25.0,19.0,9.0,2024-08-07,94160.52862,761600.0
2458,67.0,16.0,17.0,2022-08-08,97907.41988,1702400.0
2459,68.0,7.0,9.0,2020-11-22,153464.486,1209600.0
2460,36.0,13.0,1.0,2022-06-07,196000.0,784000.0
2462,75.0,15.0,13.0,2021-03-24,99436.06867,1411200.0
2463,85.0,18.0,11.0,2021-01-29,127577.2175,1478400.0
2469,7.0,7.0,4.0,2023-02-24,154957.5918,756000.0
2473,87.0,15.0,0.0,2021-01-12,96075.02374,100800.0
2477,31.0,15.0,7.0,2022-05-18,100717.175,705600.0
2478,89.0,10.0,17.0,2024-08-29,81425.42254,1523200.0
2479,74.0,4.0,5.0,2024-09-09,113638.3152,739200.0
2480,25.0,3.0,5.0,2023-09-19,102052.7968,504000.0
2481,32.0,11.0,17.0,2023-02-04,143748.4994,2822400.0
2484,15.0,14.0,8.0,2023-01-01,139427.2022,1030400.0
2488,21.0,3.0,7.0,2024-10-10,91249.57079,638747.0
2489,91.0,11.0,3.0,2024-07-14,164716.1733,470400.0
2493,59.0,11.0,6.0,2024-04-22,170043.4618,784000.0
2494,26.0,14.0,5.0,2023-04-02,122134.3466,772800.0
2496,79.0,16.0,7.0,2024-09-18,106400.0,851200.0
2497,81.0,13.0,19.0,2021-04-11,184390.7994,3920000.0
2500,78.0,8.0,1.0,2021-06-16,141305.3111,151200.0
2505,63.0,6.0,17.0,2023-08-07,170512.1959,3046400.0
2508,77.0,12.0,1.0,2024-01-17,88863.94699,1260000.0
2510,24.0,5.0,3.0,2021-02-15,90019.26189,336000.0
2512,97.0,14.0,1.0,2024-06-01,139575.7523,644000.0
2513,72.0,10.0,2.0,2021-08-21,91583.11759,89600.0
2514,39.0,5.0,0.0,2021-06-08,88405.24113,84000.0
2517,3.0,6.0,19.0,2024-10-09,171957.1359,3404800.0
2519,25.0,4.0,5.0,2023-08-27,133561.0751,492800.0
2520,39.0,4.0,8.0,2022-04-29,126243.7756,862400.0
2522,45.0,3.0,8.0,2024-02-25,105126.4902,705600.0
2523,21.0,2.0,1.0,2022-06-08,158331.4635,672000.0
2531,21.0,12.0,2.0,2024-06-18,86435.6072,252000.0
2533,48.0,14.0,2.0,2021-11-30,116927.7871,233855.57
2540,37.0,10.0,14.0,2020-07-11,89600.0,1254400.0
2541,16.0,7.0,1.0,2023-10-05,151200.0,151200.0
2546,46.0,4.0,13.0,2020-10-11,129140.7421,1478400.0
2552,49.0,13.0,13.0,2023-09-05,191791.9646,2352000.0
2553,7.0,13.0,1.0,2022-08-06,197786.45,2940000.0
2555,53.0,1.0,16.0,2024-03-07,147280.8767,2100000.0
2557,15.0,9.0,3.0,2021-12-19,106248.1601,224000.0
2559,34.0,6.0,6.0,2022-09-25,161454.9411,896000.0
2560,61.0,8.0,2.0,2022-06-19,150204.3221,453600.0
2562,82.0,1.0,17.0,2022-03-24,139919.0297,2240000.0
2566,30.0,6.0,6.0,2022-08-29,177356.9183,1075200.0
2568,84.0,5.0,19.0,2024-06-10,77544.03048,1473336.58
2570,17.0,18.0,1.0,2024-02-27,143764.3712,537600.0
2571,11.0,7.0,2.0,2024-05-05,151777.0828,302400.0
2573,27.0,7.0,15.0,2021-12-02,147601.0422,2116800.0
2574,55.0,2.0,10.0,2023-07-08,179768.1926,1512000.0
2576,33.0,12.0,3.0,2022-06-15,91719.63771,252000.0
2577,88.0,3.0,15.0,2024-09-11,96644.2174,1612800.0
2579,20.0,5.0,4.0,2022-05-03,85626.74754,336000.0
2580,80.0,11.0,20.0,2023-01-21,156823.7695,2979200.0
2582,69.0,7.0,12.0,2023-12-28,160735.4138,1814400.0
2584,100.0,14.0,6.0,2024-01-06,123626.9209,901600.0
2586,82.0,2.0,10.0,2024-04-08,180096.4774,1512000.0
2590,91.0,3.0,5.0,2023-08-31,108152.5467,403200.0
2596,64.0,8.0,15.0,2021-12-27,156025.9684,2268000.0
2597,97.0,6.0,12.0,2023-12-07,179200.0,2150400.0
2600,10.0,15.0,20.0,2022-09-18,94077.70533,1915200.0
2602,16.0,4.0,0.0,2023-05-12,115687.0873,123200.0
2605,44.0,16.0,1.0,2024-07-29,105745.103,105745.1
2607,24.0,4.0,12.0,2023-11-23,111639.5993,1601600.0
2608,71.0,7.0,20.0,2021-03-31,151200.0,3024000.0
2609,43.0,17.0,8.0,2023-05-18,178368.4966,1176000.0
2610,79.0,14.0,6.0,2023-10-01,119614.893,901600.0
2613,98.0,19.0,20.0,2024-05-15,98543.99621,1904000.0
2618,23.0,13.0,19.0,2023-05-09,212540.0886,3528000.0
2619,71.0,10.0,14.0,2022-02-08,95185.93342,1254400.0
2620,16.0,15.0,3.0,2023-04-13,100192.4217,300577.27
2623,19.0,5.0,5.0,2022-08-09,88115.12455,504000.0
2624,14.0,19.0,20.0,2023-03-01,92943.67332,1808800.0
2629,29.0,13.0,10.0,2022-06-16,179699.7708,1796997.71
2630,5.0,19.0,18.0,2024-07-27,97496.86298,1808800.0
2632,20.0,5.0,6.0,2021-07-26,84612.48255,420000.0
2633,7.0,12.0,17.0,2022-07-17,90533.55182,1344000.0
2634,73.0,11.0,8.0,2023-07-17,146202.7257,1097600.0
2635,23.0,13.0,7.0,2024-08-27,180300.0323,1176000.0
2636,36.0,6.0,14.0,2023-02-02,193120.3806,2329600.0
2637,18.0,7.0,13.0,2021-05-23,158180.1369,2116800.0
2639,77.0,12.0,17.0,2021-10-06,87887.58512,1512000.0
2641,30.0,1.0,10.0,2020-11-05,152598.8663,1260000.0
2642,64.0,20.0,16.0,2022-11-05,210209.3264,3363349.22
2643,5.0,9.0,7.0,2024-04-02,117255.9003,896000.0
2645,35.0,13.0,15.0,2024-08-02,186293.1704,2744000.0
2647,11.0,19.0,5.0,2023-11-30,97998.88124,476000.0
2648,3.0,6.0,17.0,2021-07-14,169269.2614,3225600.0
2651,79.0,4.0,5.0,2023-04-14,120691.7793,492800.0
2654,66.0,8.0,18.0,2024-07-03,155781.39,2721600.0
2655,87.0,10.0,12.0,2022-04-20,91028.03251,985600.0
2656,8.0,17.0,16.0,2024-06-30,158381.6896,2688000.0
2657,95.0,10.0,12.0,2023-09-25,97485.44191,1164800.0
2658,10.0,6.0,10.0,2022-01-26,178270.5356,1792000.0
2659,60.0,12.0,12.0,2023-08-11,76128.93809,1008000.0
2663,77.0,11.0,1.0,2022-01-20,162600.0808,156800.0
2670,71.0,1.0,0.0,2024-11-10,152475.9678,140000.0
2671,7.0,8.0,7.0,2022-01-02,157153.5326,907200.0
2674,8.0,7.0,1.0,2021-12-27,152270.0214,152270.02
2676,4.0,2.0,13.0,2022-07-08,168000.0,2016000.0
2677,54.0,4.0,6.0,2023-03-03,113480.7492,862400.0
2679,66.0,20.0,16.0,2021-10-10,228243.4319,3584000.0
2680,92.0,14.0,14.0,2022-05-12,138043.5876,1803200.0
2686,89.0,4.0,1.0,2024-10-13,129135.3583,862400.0
2688,11.0,8.0,6.0,2022-03-02,152923.4969,907200.0
2694,20.0,18.0,12.0,2021-10-11,139374.0908,1478400.0
2695,10.0,9.0,10.0,2023-02-20,112485.7942,1232000.0
2696,11.0,5.0,9.0,2023-10-09,81873.14145,672000.0
2700,52.0,7.0,8.0,2023-10-19,153806.5236,1058400.0
2702,36.0,13.0,6.0,2024-09-06,187802.0976,1176000.0
2703,68.0,11.0,17.0,2024-06-11,157842.3902,2665600.0
2710,87.0,19.0,4.0,2023-10-13,100855.9651,380800.0
2713,45.0,8.0,3.0,2023-03-04,147345.8619,302400.0
2717,95.0,15.0,8.0,2023-09-16,97561.35179,806400.0
2718,98.0,14.0,14.0,2022-05-12,135256.8795,1932000.0
2721,46.0,4.0,19.0,2024-10-10,122247.9822,2464000.0
2722,73.0,11.0,18.0,2022-01-16,166169.2999,2822400.0
2725,34.0,18.0,1.0,2022-10-01,124348.4726,124348.47
2726,76.0,2.0,4.0,2024-02-16,167103.7821,504000.0
2727,31.0,11.0,1.0,2023-10-03,157466.0381,313600.0
2728,97.0,7.0,2.0,2024-06-27,149478.5179,302400.0
2729,30.0,5.0,9.0,2024-04-01,84539.5312,840000.0
2731,48.0,16.0,3.0,2021-07-12,110977.8564,212800.0
2733,21.0,14.0,1.0,2020-11-24,116520.9734,257600.0
2734,21.0,20.0,14.0,2021-01-09,222793.4145,2912000.0
2735,46.0,4.0,20.0,2022-10-18,116929.3281,2340800.0
2736,19.0,19.0,9.0,2021-06-18,92412.54944,831712.94
2739,65.0,14.0,2.0,2021-09-04,138900.7693,128800.0
2741,59.0,16.0,3.0,2021-05-13,99318.65251,297955.96
2742,29.0,3.0,6.0,2021-08-08,105650.6554,604800.0
2743,69.0,10.0,1.0,2023-03-16,85543.84446,89600.0
2746,22.0,12.0,3.0,2023-05-11,87583.17677,336000.0
2748,10.0,10.0,19.0,2022-04-01,92369.63147,1792000.0
2751,84.0,1.0,12.0,2022-04-30,128216.7968,1540000.0
2754,11.0,5.0,1.0,2024-06-09,84131.33457,168000.0
2755,38.0,1.0,3.0,2021-02-08,132069.1079,280000.0
2756,43.0,18.0,20.0,2023-09-10,124078.7949,2688000.0
2757,23.0,1.0,3.0,2023-01-16,143528.933,420000.0
2761,42.0,12.0,1.0,2023-12-12,79985.79188,672000.0
2762,12.0,3.0,20.0,2022-10-03,103769.37,2016000.0
2763,51.0,15.0,16.0,2024-12-04,96412.73993,1612800.0
2766,9.0,11.0,1.0,2024-05-02,156800.0,156800.0
2767,55.0,17.0,0.0,2024-01-08,162205.1745,168000.0
2768,5.0,10.0,15.0,2024-10-25,97303.92841,1459558.93
2769,100.0,8.0,13.0,2022-05-31,161830.1973,1814400.0
2775,28.0,17.0,8.0,2023-11-03,168000.0,1344000.0
2776,17.0,1.0,7.0,2022-09-25,147233.3004,1120000.0
2778,25.0,4.0,4.0,2022-12-13,123200.0,616000.0
2779,86.0,9.0,13.0,2024-01-20,109148.5239,1344000.0
2782,40.0,19.0,9.0,2020-07-12,93767.75953,856800.0
2787,28.0,13.0,19.0,2021-01-18,196413.8135,3920000.0
2788,4.0,19.0,6.0,2023-03-12,103553.5471,571200.0
2791,85.0,8.0,18.0,2024-05-07,157835.5358,2570400.0
2792,50.0,1.0,14.0,2024-03-08,146059.7316,1960000.0
2793,49.0,8.0,3.0,2024-09-18,164519.4222,302400.0
2794,68.0,9.0,20.0,2024-05-05,101303.7657,2240000.0
2795,67.0,16.0,14.0,2024-02-16,114916.693,1608833.7
2796,60.0,5.0,19.0,2022-04-15,79508.94638,1512000.0
2798,83.0,7.0,12.0,2020-08-12,145408.0569,1965600.0
2799,35.0,15.0,13.0,2022-05-04,97907.92277,1310400.0
2800,59.0,1.0,13.0,2022-02-13,140000.0,1820000.0
2802,88.0,13.0,16.0,2022-04-03,196000.0,2940000.0
2808,100.0,19.0,18.0,2024-03-15,90368.7695,1618400.0
2809,81.0,20.0,16.0,2021-11-02,224000.0,3360000.0
2811,13.0,20.0,9.0,2022-04-18,215295.295,2016000.0
2815,50.0,13.0,9.0,2024-06-15,186994.7712,1568000.0
2817,23.0,13.0,17.0,2023-07-03,187040.9674,3136000.0
2821,30.0,19.0,13.0,2023-03-18,90555.90151,1142400.0
2823,72.0,7.0,7.0,2022-06-19,163372.6932,907200.0
2827,82.0,2.0,1.0,2023-04-08,157476.0437,157476.04
2829,36.0,17.0,19.0,2023-05-15,164284.1495,3121398.84
2830,82.0,11.0,10.0,2023-06-17,172101.0262,1411200.0
2832,8.0,5.0,5.0,2024-05-10,88414.06892,442070.34
2833,44.0,15.0,19.0,2022-03-05,97082.5377,1814400.0
2834,85.0,5.0,8.0,2022-12-07,76138.72775,756000.0
2840,87.0,10.0,16.0,2021-12-27,90263.21487,1444211.44
2841,25.0,16.0,11.0,2021-03-07,98430.02061,1276800.0
2842,21.0,13.0,1.0,2022-02-13,193133.5856,3724000.0
2845,97.0,9.0,3.0,2023-07-12,102473.8351,336000.0
2848,76.0,5.0,16.0,2023-04-06,83260.88958,1260000.0
2849,29.0,7.0,13.0,2023-02-19,145571.0122,1965600.0
2850,19.0,20.0,1.0,2020-11-17,242371.2511,224000.0
2852,3.0,15.0,2.0,2023-06-16,96523.52888,100800.0
2855,96.0,9.0,1.0,2021-12-17,118708.1716,118708.17
2857,86.0,6.0,0.0,2023-05-05,163095.1346,179200.0
2858,54.0,3.0,2.0,2023-03-23,107413.1812,302400.0
2860,84.0,7.0,11.0,2023-11-26,157350.127,1814400.0
2861,26.0,4.0,18.0,2024-02-05,112044.9613,2340800.0
2866,85.0,1.0,2.0,2023-05-02,141160.734,282321.47
2870,11.0,2.0,1.0,2023-11-12,155112.6219,1848000.0
2873,10.0,7.0,1.0,2021-05-17,136467.7555,1663200.0
2874,6.0,10.0,16.0,2024-07-05,87526.64468,1523200.0
2876,8.0,5.0,6.0,2021-08-30,87887.14629,527322.88
2878,56.0,1.0,16.0,2022-09-26,143467.3205,2380000.0
2880,38.0,6.0,4.0,2023-03-28,188707.4323,537600.0
2881,94.0,10.0,4.0,2024-07-25,89600.0,448000.0
2882,33.0,20.0,17.0,2020-11-02,224000.0,3584000.0
2883,69.0,13.0,10.0,2024-06-30,196000.0,2156000.0
2884,46.0,17.0,18.0,2024-02-15,168840.7239,2856000.0
2889,81.0,6.0,11.0,2022-10-25,173430.0586,1792000.0
2891,96.0,18.0,1.0,2024-09-15,129493.7195,672000.0
2892,70.0,9.0,3.0,2024-04-10,120437.9653,224000.0
2893,57.0,1.0,16.0,2022-08-21,148103.1969,2380000.0
2894,86.0,9.0,20.0,2021-08-04,111703.5134,2128000.0
2895,45.0,1.0,5.0,2021-07-12,127192.2226,840000.0
2896,59.0,3.0,16.0,2021-10-16,101587.7891,1625404.63
2899,15.0,17.0,5.0,2021-01-13,170730.9455,672000.0
2901,22.0,12.0,11.0,2022-02-20,91190.68264,1008000.0
2902,4.0,17.0,17.0,2024-04-05,181417.8828,3084104.01
2903,67.0,17.0,2.0,2021-08-27,151202.3875,302404.78
2909,46.0,5.0,17.0,2023-03-05,81443.07399,1384532.26
2910,25.0,10.0,1.0,2020-12-12,80715.40161,80715.4
2911,95.0,11.0,2.0,2022-07-05,168497.3163,313600.0
2912,17.0,6.0,9.0,2021-02-03,165075.3041,1612800.0
2913,52.0,2.0,16.0,2024-10-09,151858.0234,2856000.0
2915,49.0,8.0,13.0,2022-09-27,159376.9402,1814400.0
2916,52.0,18.0,4.0,2022-01-17,144464.4862,672000.0
2921,63.0,14.0,18.0,2021-10-10,131439.2393,2189600.0
2928,17.0,8.0,2.0,2022-04-24,136154.3873,302400.0
2932,13.0,18.0,14.0,2022-04-01,132500.9019,1747200.0
2933,42.0,9.0,8.0,2024-03-06,112000.0,1008000.0
2934,1.0,12.0,17.0,2024-07-10,83421.34188,1512000.0
2936,20.0,16.0,17.0,2022-09-06,114294.3898,1808800.0
2937,6.0,8.0,1.0,2024-06-10,145455.1803,151200.0
2939,42.0,19.0,3.0,2021-10-08,89231.631,380800.0
2940,46.0,6.0,4.0,2024-08-26,179200.0,537600.0
2944,23.0,19.0,2.0,2023-01-18,90729.27642,181458.55
2946,75.0,20.0,19.0,2021-11-04,224000.0,4032000.0
2947,68.0,10.0,20.0,2023-07-04,91315.82004,1792000.0
2948,56.0,3.0,1.0,2022-02-11,106785.1266,106785.13
2955,67.0,20.0,18.0,2022-05-19,203679.0559,3666223.01
2957,42.0,12.0,4.0,2021-03-14,76467.96413,252000.0
2958,51.0,5.0,1.0,2023-11-22,78914.96058,1344000.0
2959,77.0,3.0,6.0,2023-11-23,109246.6141,705600.0
2960,52.0,16.0,15.0,2024-05-20,106400.0,1596000.0
2961,67.0,10.0,3.0,2021-12-01,81823.41738,358400.0
2962,15.0,15.0,18.0,2023-05-19,106975.46,1814400.0
2963,22.0,10.0,16.0,2024-01-27,92284.45689,1433600.0
2969,83.0,18.0,1.0,2021-03-27,132258.8635,1478400.0
2970,87.0,13.0,16.0,2021-03-16,196000.0,3332000.0
2973,9.0,8.0,1.0,2023-04-22,155171.4997,1058400.0
2974,3.0,5.0,20.0,2021-08-13,91148.83395,1596000.0
2976,84.0,17.0,11.0,2021-07-06,170618.0649,1680000.0
2977,94.0,18.0,3.0,2022-08-18,129309.904,403200.0
2978,69.0,11.0,19.0,2022-04-22,155733.5594,2979200.0
2979,5.0,11.0,13.0,2021-07-21,156800.0,2195200.0
2980,82.0,18.0,17.0,2022-11-10,145418.7895,2284800.0
2983,32.0,9.0,4.0,2022-08-01,112000.0,448000.0
2985,77.0,11.0,6.0,2022-01-10,142246.4913,940800.0
2986,56.0,18.0,13.0,2023-04-20,132443.0936,1747200.0
2987,93.0,12.0,14.0,2024-01-16,88187.48355,1260000.0
2988,73.0,15.0,17.0,2024-04-15,105590.5551,1612800.0
2991,94.0,9.0,13.0,2023-05-27,115257.9673,1344000.0
2992,50.0,20.0,12.0,2022-04-18,220494.2454,2912000.0
2993,55.0,17.0,19.0,2023-09-03,181688.3188,3192000.0
2994,71.0,15.0,4.0,2021-09-28,100800.0,403200.0
2995,5.0,3.0,9.0,2023-12-26,93514.40301,841629.63
2997,24.0,1.0,21.0,2024-07-20,145857.112,3062999.35
3001,65.0,19.0,10.0,2022-09-12,97265.47553,856800.0
3002,29.0,16.0,2.0,2021-05-13,106576.1605,319200.0
3005,75.0,5.0,17.0,2023-05-16,90481.44413,1344000.0
3006,50.0,19.0,7.0,2024-10-20,87487.17415,571200.0
3007,17.0,8.0,10.0,2022-04-30,155798.856,1512000.0
3009,13.0,16.0,14.0,2023-07-13,102032.9902,1428461.86
3010,78.0,8.0,4.0,2023-04-09,156734.6464,756000.0
3011,70.0,11.0,11.0,2023-09-30,169185.8776,1724800.0
3013,65.0,11.0,13.0,2024-09-29,150453.6166,2038400.0
3014,62.0,4.0,16.0,2022-11-19,123200.0,1971200.0
3015,84.0,10.0,14.0,2021-04-28,95067.74951,1344000.0
3017,82.0,18.0,17.0,2021-01-22,143575.9132,2284800.0
3018,15.0,19.0,8.0,2022-05-27,103065.7165,824525.73
3019,18.0,19.0,3.0,2023-07-19,101409.5737,380800.0
3022,97.0,18.0,17.0,2021-02-08,144532.0831,2419200.0
3024,11.0,11.0,21.0,2022-10-18,151052.5397,3136000.0
3025,75.0,3.0,4.0,2021-06-16,95380.53667,504000.0
3027,5.0,7.0,7.0,2022-12-09,164184.3862,1209600.0
3028,49.0,2.0,5.0,2023-11-07,159422.2865,840000.0
3029,41.0,11.0,18.0,2021-04-06,146075.9045,2979200.0
3031,3.0,5.0,7.0,2023-07-12,81349.54784,672000.0
3033,59.0,18.0,19.0,2023-03-12,134411.7969,2419200.0
